first_name,last_name,hard_skills,soft_skills,teamwork,creativity,class
Mehdi,Mansour,4.55,1.4,2.93,3.87,5SIM56
Hela,Karoui,3.31,1.34,0.86,3.0,3A69
Samira,Ayari,2.0,0.85,3.74,4.49,1A95
Wafa,Slimani,1.05,2.38,4.29,4.26,5NIDS7
Mohamed,Cherif,1.66,4.52,0.95,1.53,2P36
Manel,Mejri,4.62,1.33,2.78,3.36,2A25
Nour,Jebali,2.11,3.73,2.39,1.46,2A99
Ghada,Kanzari,2.66,1.04,4.49,1.64,1A62
Skander,Zouari,4.82,4.36,4.15,1.25,5SE99
Amine,Ben Salah,0.57,2.59,0.59,4.15,2A98
Haythem,Mabrouk,1.66,2.61,4.64,2.42,3B49
Mourad,Chebbi,3.57,2.41,0.21,1.55,2A77
Hend,Jaziri,2.05,4.35,1.59,1.05,4TWIN23
Amina,Chebbi,4.67,0.41,2.89,2.49,1A39
Sofiene,Mabrouk,1.94,3.53,4.19,3.93,2P30
Lobna,Bouazizi,1.29,2.49,3.93,2.12,2P30
Amina,Maaloul,1.44,2.87,4.99,0.95,1A74
Wafa,Ben Amor,3.31,0.39,1.61,3.93,3B85
Siwar,Saidi,2.74,3.37,2.91,4.11,5BI77
Salma,Ayari,4.53,0.43,2.29,2.88,3B67
Fethi,Bouazizi,1.73,3.32,4.27,4.41,2P30
Mariem,Sassi,4.5,1.71,1.57,0.06,1A95
Ines,Ben Salah,0.49,1.03,2.08,0.8,1A82
Amine,Haddad,3.34,2.9,3.66,2.43,2A4
Wided,Slimani,2.22,4.14,0.39,2.76,4ARCTIC27
Mouna,Mabrouk,1.37,2.03,0.27,2.46,5SLEAM19
Samira,Sassi,0.25,1.43,2.37,1.22,2P30
Yasmine,Khemiri,3.54,1.73,3.04,2.85,2A71
Fatma,Khemiri,1.3,1.87,1.3,0.59,3A10
Chaima,Karoui,4.16,2.19,1.34,3.26,2A58
Ahmed,Ben Ali,1.45,1.18,3.39,4.77,5SLEAM19
Meriem,Nasri,0.32,2.55,0.97,3.13,4TWIN23
Foued,Maaloul,1.37,1.19,3.46,0.2,1A95
Sabrine,Hamdi,3.35,3.28,1.19,3.8,2A27
Leila,Ben Salah,4.72,0.56,2.11,4.73,4GAMIX39
Meriem,Cherif,0.74,0.34,4.31,2.49,1A16
Nizar,Jlassi,3.67,0.7,4.3,0.75,3B12
Walid,Khlifi,3.3,4.22,3.93,4.76,1A48
Walid,Gharbi,0.56,2.83,2.35,2.99,2A71
Omar,Chebbi,4.19,1.15,1.87,4.41,4BI6
Khadija,Turki,4.38,1.61,0.33,1.07,5SLEAM43
Leila,Kanzari,4.02,4.09,2.79,1.08,5TWIN27
Nour,Lahmar,0.71,1.67,3.32,1.85,4SAE18
Ines,Jebali,0.34,0.88,3.52,0.38,3A19
Tarek,Sassi,3.49,0.67,4.37,1.31,1A55
Rania,Mansour,0.89,0.06,3.2,1.15,4BI6
Zaineb,Cherif,3.2,1.42,3.47,2.23,3B81
Oussama,Nasri,2.76,2.86,1.13,4.02,4TWIN23
Leila,Cherif,4.33,4.58,0.0,2.45,3B12
Lina,Guettari,4.12,3.26,2.24,0.48,3A70
Amel,Ayari,3.76,3.82,3.88,4.0,3A60
Omar,Mejri,4.09,2.42,3.37,0.39,1A82
Chaima,Gharbi,2.34,4.69,4.94,1.82,4IOSYS40
Bilel,Chebbi,3.82,2.02,1.51,1.31,3A96
Adel,Mejri,4.85,2.01,4.22,2.26,3A19
Fethi,Ammar,1.5,4.81,3.42,0.03,5IOSYS58
Samira,Makni,4.28,2.09,2.43,0.87,4NIDS26
Karim,Karoui,2.18,3.49,3.48,4.21,1A80
Rim,Gharbi,1.02,0.43,0.61,2.37,1A1
Manel,Mabrouk,2.68,4.26,3.12,0.16,3B42
Anis,Trabelsi,2.96,3.71,4.95,1.6,2A31
Mouna,Maaloul,1.15,3.0,4.5,1.04,1A80
Hamza,Makni,2.58,2.17,2.4,1.08,2P30
Sonia,Mabrouk,4.33,2.0,3.43,1.65,1A16
Haythem,Miled,4.6,0.75,0.4,4.21,5SIM57
Fares,Fourati,4.63,0.22,3.85,3.09,5INFINI39
Oumaima,Gharbi,2.39,0.56,2.19,2.32,3B12
Sami,Maaloul,2.4,0.99,1.47,1.02,1A23
Rania,Ferjani,4.33,3.17,0.2,4.83,1A74
Sabrine,Belkhir,2.76,3.67,3.1,4.8,5SE32
Cyrine,Haddad,1.54,2.03,4.81,4.33,2P19
Hamza,Chouchene,2.2,3.05,3.65,4.53,2A99
Salma,Chouchene,2.07,1.57,4.9,1.05,1A13
Meriem,Ghanouchi,1.48,2.68,2.68,4.66,2A89
Leila,Nasri,0.97,0.88,0.5,1.37,3A97
Siwar,Rekik,4.44,3.68,0.32,1.85,2A4
Lina,Chouchene,3.71,0.82,0.45,0.66,2P21
Fethi,Khemiri,1.7,4.69,1.91,4.23,2A63
Lina,Driss,1.77,3.02,4.31,4.58,3A82
Iheb,Maaloul,1.66,4.74,0.19,4.64,4BI6
Amina,Ben Salah,3.12,3.4,0.11,0.36,5SE32
Oumaima,Guettari,2.04,0.23,0.49,3.81,3B11
Bechir,Lahmar,3.97,2.51,4.11,1.43,3A66
Wafa,Sassi,3.03,2.35,0.26,2.61,5GAMIX38
Fares,Lahmar,4.43,1.89,4.92,3.85,5SAE33
Ghassen,Ghanouchi,0.52,4.22,0.64,1.55,3B67
Asma,Ben Ali,4.17,1.04,0.31,2.28,2A6
Oumaima,Chouchene,0.97,4.21,0.01,2.8,4ARCTIC87
Wided,Mejri,1.12,4.97,0.82,4.73,1A80
Lina,Mabrouk,0.06,0.82,0.63,3.97,2P51
Chokri,Mansour,3.93,4.25,4.65,1.91,3A70
Rim,Driss,3.3,1.64,2.22,4.86,1A13
Walid,Chaabane,0.8,0.66,3.28,1.73,1A23
Ghassen,Chebbi,1.67,0.06,3.44,2.59,2A98
Haythem,Trabelsi,2.83,4.37,4.69,1.76,2A75
Sofiene,Lahmar,3.87,0.73,3.53,4.46,1A95
Omar,Zouari,2.45,1.56,2.66,1.75,5BI77
Sonia,Cherif,0.88,2.19,2.64,4.87,1A43
Mouna,Chouchene,1.94,0.2,2.43,1.78,2A75
Ghassen,Bouazizi,4.55,4.6,2.37,1.88,5NIDS7
Dorra,Ghanouchi,4.23,3.79,0.71,2.17,2P82
Fatma,Zouari,4.2,2.06,0.1,3.65,2A27
Nadia,Mabrouk,3.25,0.26,3.57,2.92,3A97
Khalil,Karoui,3.73,3.08,1.73,3.37,5ARCTIC86
Nabil,Haddad,1.08,1.44,3.52,4.78,5GAMIX42
Oussama,Rekik,0.71,4.06,3.57,4.65,3A97
Marwen,Chouchene,3.5,0.75,4.07,4.34,5GAMIX79
Ghassen,Turki,0.63,3.82,0.78,1.36,1A85
Nour,Guettari,1.42,1.67,4.47,2.77,3B81
Ghada,Miled,0.03,3.01,2.68,2.29,3A97
Nabil,Maaloul,3.53,4.46,1.74,4.87,5GAMIX42
Ahmed,Nasri,4.93,0.3,3.05,3.55,2A32
Zaineb,Turki,0.0,0.16,4.53,2.74,5SLEAM43
Chokri,Jlassi,4.68,1.76,3.99,0.09,2A73
Manel,Zouari,0.14,4.78,4.11,1.09,3A97
Zied,Saidi,4.6,4.19,0.41,2.02,5SE32
Lobna,Fourati,0.03,1.26,0.62,4.43,2P87
Ismail,Kanzari,1.68,4.83,1.59,0.43,3B93
Sabrine,Gharbi,0.69,3.79,2.54,2.34,3B11
Mehdi,Chouchene,0.49,2.11,1.23,0.12,4BI6
Oussama,Kanzari,0.85,4.88,1.15,1.92,3B93
Skander,Mejri,2.65,2.88,0.94,2.99,5BI77
Marwen,Gharbi,1.03,2.31,0.35,2.23,4ARCTIC27
Karim,Zouari,4.89,5.0,2.8,0.01,2A32
Sami,Bouazizi,2.25,2.16,1.11,0.78,4GAMIX83
Eya,Ammar,0.51,4.73,4.33,2.14,2A77
Dorra,Ben Salah,0.27,2.58,2.68,1.38,2A71
Oussama,Slimani,0.02,1.86,2.04,3.49,2A6
Chokri,Lahmar,0.3,2.64,2.94,0.58,1A13
Salma,Zayani,1.06,0.36,4.86,3.6,5SAE59
Ali,Ben Salah,3.51,1.64,0.58,4.65,1A55
Bilel,Ayari,2.65,3.39,0.24,2.0,1A85
Dorra,Ayari,2.74,3.61,2.9,1.57,3B85
Fethi,Guettari,3.83,3.85,0.04,2.72,3A97
Nadia,Mejri,2.41,2.67,1.93,3.76,1A95
Sonia,Belkhir,3.2,4.24,4.05,4.82,1A18
Hela,Zayani,0.8,2.31,2.94,4.64,1A82
Chaima,Fourati,3.57,4.26,4.14,0.41,2A99
Chaima,Turki,0.33,1.02,4.75,1.66,2A89
Sarra,Mabrouk,1.7,3.88,0.28,0.18,1A13
Amine,Cherif,0.94,2.63,3.12,2.18,5TWIN2
Zaineb,Hamdi,0.85,4.37,3.44,3.6,1A10
Samira,Chouchene,0.8,4.67,3.68,1.51,3A10
Omar,Jebali,4.45,2.96,2.62,0.47,3B93
Ghada,Jaziri,1.4,4.82,4.02,0.07,3B85
Anis,Bouazizi,2.99,2.49,3.77,3.32,3B11
Lobna,Belkhir,1.62,0.54,0.64,2.53,1A82
Chaima,Hamdi,0.79,1.48,4.11,0.7,1A43
Amine,Fourati,0.35,1.84,4.24,0.2,5ARCTIC60
Omar,Jaziri,1.53,1.36,0.39,2.75,2A25
Wassim,Trabelsi,2.25,2.91,3.65,1.88,1A55
Nour,Toumi,1.26,3.04,0.92,2.72,2P21
Samira,Turki,0.3,3.14,2.86,3.28,5BI77
Hend,Fourati,3.6,1.81,0.19,3.41,1A90
Chokri,Ben Amor,4.87,2.18,1.72,3.4,2P82
Tarek,Belkhir,3.26,3.65,4.31,3.4,5ARCTIC60
Sabrine,Sassi,0.35,4.52,3.42,3.74,5IOSYS22
Omar,Maaloul,1.94,0.26,1.89,4.67,5SE99
Nizar,Ben Ali,1.17,2.46,0.3,4.68,2A49
Wassim,Hamdi,3.79,1.86,2.57,3.54,4TWIN23
Fatma,Guettari,0.4,2.61,1.13,0.59,5TWIN79
Salma,Belkhir,0.13,2.74,1.7,4.75,3B4
Zied,Rekik,2.67,0.66,3.08,1.36,5TWIN2
Sarra,Belkhir,3.65,2.93,4.16,2.75,2A75
Ali,Turki,2.48,1.29,4.09,2.99,1A43
Fethi,Lahmar,2.19,1.65,1.55,0.26,2A89
Ghada,Khemiri,4.51,2.39,2.23,3.04,2A4
Haythem,Guettari,4.6,3.54,4.83,3.52,4SAE18
Hedi,Rekik,3.51,2.43,1.64,4.94,1A23
Ghassen,Guettari,2.5,3.66,1.72,1.8,2A61
Lotfi,Miled,0.25,0.46,1.57,0.26,1A62
Lina,Ayari,4.12,3.55,0.88,0.2,1A10
Hela,Baccouche,4.47,4.48,1.81,3.46,4SAE18
Fethi,Toumi,0.89,2.53,2.97,3.64,2A77
Iheb,Mansour,0.75,1.12,0.73,3.21,1A82
Lina,Rekik,3.45,4.07,2.0,2.64,1A10
Hend,Jebali,1.63,2.6,3.04,0.45,5SE99
Hamza,Baccouche,1.16,2.14,0.01,3.42,3B12
Sonia,Sassi,0.94,4.9,3.99,2.23,4SAE18
Hatem,Nasri,2.69,4.69,0.2,2.97,1A13
Amel,Lahmar,1.37,1.54,4.65,1.21,5GAMIX57
Mariem,Belkhir,2.79,4.74,0.69,4.43,5ARCTIC86
Sofiene,Ben Ali,3.35,0.74,2.42,2.93,5SAE59
Ismail,Slimani,0.3,2.9,4.83,4.32,5SAE59
Cyrine,Zayani,3.78,2.29,4.02,3.26,1A85
Hiba,Guettari,3.76,1.24,1.86,0.57,3B11
Karim,Maaloul,0.85,2.77,1.25,3.89,2A31
Manel,Bouazizi,0.64,1.2,2.91,0.22,5SLEAM19
Manel,Jaziri,1.64,2.81,4.1,2.43,5BI77
Wassim,Maaloul,4.07,3.55,1.82,3.98,1A92
Mariem,Jebali,2.53,1.99,4.38,4.18,3B93
Amine,Zayani,0.33,3.33,4.11,2.47,5SE32
Youssef,Abidi,3.19,0.17,3.7,2.02,5NIDS35
Rym,Mejri,0.26,4.61,2.98,1.15,2A89
Salma,Fourati,0.25,4.26,1.82,2.33,5SAE59
Mariem,Toumi,2.98,2.37,2.87,2.75,1A48
Ismail,Jebali,2.32,1.87,3.26,3.28,3A82
Tarek,Kanzari,1.11,1.95,1.66,4.36,5GAMIX42
Bilel,Zouari,4.86,4.71,4.9,0.24,1A62
Rym,Ben Amor,4.77,2.85,1.75,3.93,2A77
Hela,Hamdi,3.98,3.55,3.2,2.58,2A6
Adel,Fourati,1.94,4.65,2.61,0.69,4NIDS26
Lina,Gharbi,2.04,0.73,2.12,1.27,3A60
Zaineb,Chebbi,0.78,3.98,1.22,1.96,4SAE18
Ismail,Ghanouchi,0.33,0.91,2.39,4.29,3B23
Sarra,Makni,0.04,2.1,0.51,1.51,1A1
Ghassen,Belkhir,4.45,4.96,2.39,4.69,1A13
Haythem,Maaloul,1.1,2.75,3.16,2.74,1A1
Nabil,Abidi,2.84,1.68,0.26,3.8,2A98
Hela,Jebali,4.81,2.91,4.18,4.36,2A61
Iheb,Rekik,4.3,3.97,1.92,0.94,5IOSYS7
Anis,Toumi,1.28,2.5,2.12,1.19,3B4
Mehdi,Fourati,1.87,3.31,1.08,1.5,3B42
Hedi,Toumi,0.95,4.2,3.81,3.59,3A19
Dorra,Ferjani,2.88,4.01,3.41,1.57,3A69
Nabil,Mabrouk,3.43,4.44,4.33,4.62,2A71
Youssef,Chebbi,3.65,3.11,3.15,4.99,3A55
Haythem,Turki,2.66,4.71,3.29,1.06,1A74
Bilel,Ben Salah,0.79,3.86,0.07,1.78,1A62
Chaima,Khemiri,4.61,1.36,2.0,0.74,4SAE18
Rym,Ayari,0.47,2.25,2.38,2.24,2A99
Hend,Sassi,4.4,0.19,2.44,0.27,3B67
Lotfi,Mejri,2.79,4.08,0.95,2.36,2A6
Amine,Abidi,1.98,2.92,2.09,0.53,4SIM62
Skander,Baccouche,2.1,1.99,0.92,2.0,2A27
Lotfi,Jebali,1.53,2.99,3.69,0.23,1A95
Siwar,Khlifi,4.14,3.27,0.05,3.16,2A98
Tarek,Zayani,0.53,2.36,0.37,0.73,4SAE18
Mohamed,Bouazizi,0.21,1.38,3.36,2.58,3B96
Ghassen,Khemiri,1.26,0.22,4.52,3.13,2P30
Yasmine,Baccouche,0.84,4.01,3.04,3.86,5SIM56
Skander,Lahmar,1.49,3.4,2.02,0.41,2A99
Haythem,Belkhir,1.05,1.12,2.78,0.68,5TWIN2
Sofiene,Jlassi,1.39,0.48,4.37,0.53,5IOSYS5
Chaima,Bouazizi,1.97,3.5,1.75,3.26,2A89
Mourad,Mansour,2.03,2.61,4.84,3.57,5IOSYS22
Iheb,Ben Ali,1.12,0.54,1.02,2.29,2A71
Sonia,Guettari,1.43,4.65,0.65,1.24,1A39
Ines,Chouchene,3.0,4.87,3.99,4.53,3A97
Nour,Zayani,0.24,0.03,1.61,2.17,4TWIN23
Fares,Belkhir,2.81,3.53,3.64,2.01,3A69
Emna,Nasri,3.23,3.24,1.69,4.0,3A73
Anis,Turki,4.87,1.21,2.58,4.69,4GAMIX83
Farah,Jaziri,2.37,0.84,0.88,1.97,3B60
Sabrine,Ferjani,1.6,3.64,1.94,2.24,1A74
Wafa,Chaabane,4.49,0.63,1.7,3.29,4TWIN23
Oussama,Baccouche,2.19,0.79,1.51,2.62,2P30
Omar,Chaabane,0.31,3.86,4.27,4.74,1A74
Ali,Jaziri,2.32,4.05,0.85,1.65,3A73
Rami,Saidi,1.37,2.73,4.8,4.32,5TWIN2
Haythem,Mejri,3.93,0.76,2.76,0.39,3A75
Rim,Ayari,3.56,1.69,4.38,4.73,3B11
Zied,Ammar,0.27,4.78,1.74,1.34,5NIDS35
Zaineb,Saidi,4.91,3.7,1.15,3.86,3B49
Chokri,Saidi,3.65,1.68,1.6,1.54,5SLEAM19
Mariem,Karoui,0.27,2.49,4.68,3.49,3A55
Farah,Kanzari,3.04,4.35,0.42,0.92,4GAMIX39
Rami,Turki,0.13,4.11,3.24,1.44,3A97
Amine,Lahmar,4.97,3.99,4.32,1.62,1A62
Rami,Maaloul,3.83,2.98,2.23,2.42,3B93
Sami,Gharbi,0.33,2.21,1.78,0.25,5IOSYS58
Hamza,Maaloul,0.2,0.94,3.25,0.1,3A55
Fares,Jebali,0.51,0.67,3.73,4.22,1A74
Hend,Mabrouk,4.38,4.36,1.39,0.79,3A73
Zied,Ayari,1.62,4.73,1.19,2.1,1A1
Mehdi,Guettari,4.75,1.21,1.64,3.54,3A97
Amine,Slimani,2.64,2.21,2.88,1.31,4IOSYS40
Hela,Ferjani,2.51,1.91,3.52,0.35,5INFINI39
Omar,Khemiri,2.29,3.22,2.66,1.74,1A74
Meriem,Chebbi,3.97,4.67,3.47,3.68,4SIM62
Youssef,Ayari,4.68,4.41,4.16,2.95,1A62
Sarra,Zayani,4.57,3.6,4.17,0.37,2A63
Zied,Sassi,0.23,1.7,2.69,1.99,5NIDS35
Oumaima,Turki,0.99,1.32,0.61,4.71,3A73
Mohamed,Hamdi,0.96,2.79,4.01,2.45,2A6
Ines,Rekik,2.0,1.85,0.93,0.86,2A4
Olfa,Ghanouchi,2.42,3.87,4.11,4.03,4SIM89
Oussama,Mansour,1.21,4.17,1.63,1.6,1A62
Wided,Belkhir,4.45,1.88,1.02,0.42,1A82
Fatma,Mansour,1.13,1.27,4.85,3.47,1A16
Youssef,Toumi,2.3,4.54,3.81,3.47,3A10
Mourad,Jebali,1.76,3.85,4.89,4.9,1A85
Zied,Abidi,3.71,2.41,0.51,3.4,1A95
Fatma,Jaziri,2.92,0.44,0.4,0.05,2P21
Sofiene,Driss,2.77,0.0,0.82,1.62,1A55
Zied,Cherif,1.97,2.27,1.2,3.32,2A6
Ines,Mansour,0.17,0.78,0.04,0.0,1A16
Ghada,Ben Ali,1.8,2.15,0.37,1.82,3A96
Eya,Ben Salah,3.37,0.0,0.34,1.39,2A71
Rami,Nasri,4.81,1.95,0.83,4.07,3A69
Fatma,Ben Salah,0.76,2.77,3.83,3.88,1A43
Khadija,Ben Salah,0.49,0.06,4.49,0.23,2A89
Sarra,Ben Amor,0.59,3.73,3.72,4.49,1A7
Hend,Makni,4.75,3.88,0.49,2.31,4GAMIX39
Nabil,Nasri,1.49,2.58,4.38,2.74,5GAMIX38
Ahmed,Cherif,0.67,0.6,4.83,0.95,1A74
Fatma,Maaloul,0.52,1.14,0.28,3.09,3A70
Wided,Jebali,0.57,4.04,0.17,3.65,1A95
Fatma,Miled,4.74,1.77,3.48,3.51,1A1
Omar,Turki,2.71,3.1,4.87,0.47,5NIDS7
Olfa,Haddad,0.44,3.13,2.83,0.29,4SAE18
Anis,Saidi,0.17,2.99,1.08,2.69,5SAE33
Zaineb,Lahmar,3.49,4.58,2.33,1.21,3B23
Youssef,Slimani,0.14,2.78,0.68,0.49,1A18
Karim,Abidi,1.51,0.71,3.79,2.52,1A10
Asma,Khlifi,1.71,3.62,4.38,2.22,3A97
Asma,Nasri,2.83,3.17,2.67,3.0,2A99
Farah,Trabelsi,0.16,1.9,0.14,0.98,4GAMIX39
Hend,Ben Ali,4.33,1.33,1.27,1.32,5SIM57
Samira,Toumi,0.36,1.42,1.05,4.45,2P87
Oumaima,Hamdi,4.08,1.82,2.21,0.13,1A95
Bilel,Sassi,0.86,2.65,4.28,0.81,5GAMIX79
Khadija,Khemiri,3.12,3.01,4.57,3.23,5GAMIX38
Wided,Saidi,1.48,1.25,0.84,4.89,2A75
Nadia,Kanzari,2.77,2.94,4.58,1.74,4GAMIX83
Youssef,Zayani,2.16,2.62,2.56,4.41,3A19
Fatma,Saidi,2.2,2.43,0.21,0.78,5SLEAM19
Manel,Slimani,3.1,4.13,4.11,1.95,2A4
Walid,Rekik,1.47,0.91,3.05,1.69,5IOSYS58
Nour,Chebbi,3.22,1.62,1.88,4.3,3A70
Nour,Chouchene,2.62,1.0,4.36,0.89,4GAMIX39
Mourad,Chouchene,0.44,4.33,2.78,1.85,5SLEAM43
Nour,Mejri,2.05,3.77,3.39,3.31,2P82
Farah,Zouari,3.58,2.77,1.36,2.83,2A73
Wassim,Mansour,2.23,2.96,4.37,1.61,4NIDS26
Ali,Ben Ali,2.21,2.91,0.74,1.49,1A64
Hamza,Kanzari,1.86,2.64,0.19,3.58,1A80
Bilel,Haddad,1.54,1.52,0.19,3.08,2A75
Marwen,Mabrouk,1.25,4.19,2.97,2.94,2P99
Siwar,Karoui,1.52,0.39,3.76,3.22,2P51
Marwen,Saidi,4.02,4.1,4.6,1.98,3A19
Sabrine,Lahmar,1.34,2.24,2.6,2.75,5IOSYS5
Leila,Jlassi,2.66,1.59,0.72,3.07,4SAE18
Leila,Toumi,1.03,1.27,0.71,0.95,2A49
Wided,Abidi,1.12,2.07,1.07,0.36,5SE32
Nizar,Chebbi,2.76,1.76,3.42,3.7,2A89
Rami,Toumi,1.78,2.42,3.2,4.99,2A71
Omar,Mansour,4.78,4.85,4.21,2.11,3B23
Adel,Mabrouk,2.19,3.76,3.62,0.59,1A55
Skander,Kanzari,3.64,1.3,0.84,1.69,2A58
Chaima,Haddad,0.92,3.87,3.89,1.66,1A85
Iheb,Haddad,1.26,4.55,2.59,4.47,5SE99
Hela,Driss,0.21,0.19,3.57,2.24,4GAMIX39
Rania,Bouazizi,4.43,3.98,3.99,0.13,1A1
Amina,Ayari,0.15,1.1,2.79,2.91,3B4
Sarra,Chebbi,0.73,0.74,0.72,1.75,4ARCTIC87
Ismail,Karoui,0.4,1.4,3.49,1.88,4NIDS26
Mehdi,Nasri,4.4,4.58,1.47,4.2,5SE32
Manel,Kanzari,0.05,0.67,4.41,2.58,3B60
Samira,Mansour,0.68,1.33,3.33,4.66,5SE99
Zaineb,Bouazizi,0.3,4.03,3.15,1.85,1A43
Bechir,Cherif,1.74,1.44,4.51,4.21,4SIM89
Aymen,Ben Ali,0.55,4.19,1.44,1.5,2A58
Olfa,Driss,1.15,4.68,0.55,1.86,1A62
Oussama,Fourati,0.41,4.49,0.21,2.69,5INFINI39
Leila,Hamdi,4.06,1.66,1.19,4.17,1A10
Sabrine,Ammar,4.97,2.02,4.27,3.46,4SIM62
Amine,Ben Ali,1.29,2.17,2.54,0.6,5INFINI39
Mourad,Hamdi,0.88,1.7,4.21,0.03,4SIM89
Youssef,Cherif,1.08,1.03,0.39,0.21,5NIDS7
Karim,Saidi,1.76,0.77,1.0,2.4,2A35
Mariem,Rekik,2.84,3.91,1.36,2.69,5NIDS7
Hedi,Mansour,1.84,4.03,2.32,2.1,3B23
Amina,Chouchene,0.73,2.21,2.45,2.43,2A73
Hela,Guettari,1.32,3.64,1.3,0.06,1A95
Aymen,Lahmar,3.47,1.79,4.24,1.05,5SE100
Mouna,Saidi,1.4,4.9,2.57,4.01,5SIM56
Rami,Driss,0.79,3.11,4.36,4.3,5SLEAM19
Mouna,Mansour,4.86,4.75,2.38,4.47,4IOSYS40
Sonia,Slimani,0.8,0.87,4.0,4.92,1A55
Ghassen,Gharbi,3.63,3.75,1.19,4.9,5GAMIX79
Wafa,Ben Ali,1.67,3.52,1.62,3.74,4SIM62
Sabrine,Ayari,1.45,3.52,3.51,0.1,2P30
Dorra,Nasri,1.91,4.3,1.73,4.3,5TWIN27
Lobna,Rekik,3.97,4.19,2.02,2.48,2P82
Hiba,Karoui,0.32,2.69,2.51,3.02,2P82
Hatem,Jaziri,2.26,4.92,1.71,3.52,5SAE33
Ines,Abidi,2.77,4.28,0.15,3.95,2A32
Meriem,Ben Amor,4.36,2.94,2.37,3.32,2P99
Mouna,Lahmar,1.2,4.74,3.11,0.38,1A33
Ahmed,Jebali,4.07,1.73,2.83,4.06,3B67
Hedi,Cherif,1.95,2.81,1.14,3.27,5GAMIX57
Salma,Baccouche,0.17,1.4,3.12,2.58,3A69
Youssef,Turki,4.3,1.52,3.27,1.23,1A90
Sami,Kanzari,3.16,0.86,0.42,3.03,3B93
Hamza,Karoui,3.99,3.29,4.52,4.16,2A58
Rania,Ben Salah,2.96,3.07,3.21,3.63,3B42
Mourad,Khlifi,1.84,0.98,2.82,2.36,5SAE33
Lotfi,Ferjani,3.24,0.81,3.51,4.72,1A39
Youssef,Baccouche,1.8,3.74,3.67,3.55,1A64
Cyrine,Abidi,4.7,0.37,3.32,1.23,3A96
Adel,Khlifi,2.07,1.85,2.11,3.35,2A63
Fatma,Ayari,2.25,4.04,0.16,4.47,2A63
Zied,Ben Ali,4.62,1.81,3.73,2.96,3B81
Dorra,Toumi,1.22,0.1,1.55,4.41,1A23
Asma,Gharbi,2.77,3.57,2.71,4.47,1A39
Tarek,Gharbi,4.82,4.33,2.89,4.58,4SAE18
Sarra,Karoui,1.39,1.51,4.1,4.42,1A95
Mouna,Karoui,3.77,0.48,4.66,4.54,2A4
Walid,Ben Salah,4.89,1.55,3.3,0.98,1A95
Amine,Ammar,0.53,4.26,4.87,4.57,3B67
Sabrine,Cherif,4.06,4.02,4.06,4.07,2P99
Ismail,Gharbi,3.56,1.3,4.44,0.05,3B85
Haythem,Ayari,2.9,1.28,3.04,2.37,4SIM89
Leila,Mansour,1.22,3.61,1.4,4.82,5SIM57
Olfa,Slimani,1.67,4.8,4.46,1.26,1A85
Olfa,Chebbi,1.58,4.56,1.28,0.01,4TWIN23
Mourad,Fourati,0.49,4.77,4.53,0.63,3B67
Zaineb,Ben Ali,1.53,4.2,0.49,3.21,1A33
Rami,Bouazizi,2.85,0.36,1.81,1.94,3A96
Amina,Guettari,0.75,1.78,0.75,0.22,1A33
Ismail,Maaloul,3.8,3.98,0.03,3.98,3B85
Foued,Jaziri,4.57,0.85,0.82,4.49,5SLEAM19
Ghada,Fourati,4.79,3.67,2.39,0.44,2A58
Samira,Khlifi,0.83,4.04,1.5,2.26,3A88
Olfa,Sassi,2.08,2.49,1.85,0.91,5GAMIX57
Hela,Ammar,0.96,3.06,0.12,4.36,1A18
Olfa,Mabrouk,2.46,1.31,0.08,1.04,1A82
Khadija,Driss,0.14,2.21,4.45,0.87,2A32
Khalil,Kanzari,1.37,4.57,3.75,1.59,2P99
Amina,Ben Ali,1.79,0.95,4.17,2.7,5TWIN79
Ismail,Mejri,0.97,0.96,2.93,3.47,1A95
Salma,Sassi,0.99,1.57,2.57,0.85,3A82
Lobna,Turki,4.7,4.44,4.5,0.37,4IOSYS40
Walid,Lahmar,1.27,4.06,4.96,0.65,3B81
Ghada,Zouari,2.37,0.69,4.88,3.34,3A96
Wided,Toumi,2.31,1.36,3.4,2.26,2P99
Oussama,Mejri,3.57,2.11,3.15,1.5,2A32
Siwar,Jaziri,1.37,2.43,2.6,4.21,2P51
Zied,Mabrouk,4.08,2.07,3.99,2.9,4ARCTIC87
Nizar,Chaabane,2.62,3.23,0.39,1.51,2P36
Samira,Khemiri,0.27,4.87,1.46,1.93,5IOSYS5
Ghada,Trabelsi,0.89,3.09,1.25,4.71,1A48
Olfa,Fourati,0.93,4.7,0.69,1.68,3A97
Haythem,Chouchene,0.4,4.13,1.83,3.38,2A4
Fatma,Sassi,1.69,1.58,1.28,1.47,3A97
Wafa,Baccouche,1.13,4.01,0.67,1.81,1A85
Iheb,Ben Amor,4.59,1.33,0.18,0.27,2A63
Skander,Jlassi,0.08,1.62,1.29,1.1,3B49
Fatma,Nasri,3.66,0.74,0.85,2.95,2P99
Fethi,Sassi,3.23,1.3,4.53,1.46,5ARCTIC86
Karim,Trabelsi,0.66,0.88,0.57,2.97,1A74
Lina,Ferjani,4.02,3.36,1.31,3.61,5ARCTIC86
Ismail,Turki,1.85,4.44,4.38,3.15,2A27
Hiba,Chaabane,1.97,4.93,4.15,2.35,1A85
Amina,Turki,1.84,4.77,1.0,0.04,2A6
Omar,Fourati,4.92,3.81,0.08,1.11,3A60
